batch,concept,domain,description,w1_var,w1_scale,w2_var,w2_scale,w3_var,w3_scale,w4_var,w4_scale,w5_var,w5_scale,w6_var,w6_scale,harmonized_name,harmonize_to,reverse_waves,notes
1,political_efficacy_voice,politics,People like me don't have influence on govt,q129,4pt_1agree,q105,4pt_1agree,q135,4pt_1agree,q136,4pt_1agree,q143,4pt_1agree,q135,4pt_1agree,pol_efficacy_voice,4pt_1high,W2+,W2+. 4pt agree-disagree. External efficacy measure
1,political_situation_current_w2,politics,How would you describe the present political situation in our country,,,q48,4pt,,,,,,,,,,,,
1,politician_conflict_harmful_w2,politics,Open quarrels (criticisms) among politicians are harmful to society,,,q63,4pt,,,,,,,,,,,,
1,voted_last_election,politics,Voted in last national election,q027,binary_1yes,q38,binary_1no,q33,binary,q33,binary,q33,binary,q33,binary,voted,binary,none,All waves. Yes/No
1,watch_foreign_media,politics,How often watch foreign programs,,,,,q150,6pt_1high,,,,,,,,,,W3+ q150. 6pt (1=almost daily to 6=never). HIGHER=LESS
1,army_rule_approval,regime,The army should come in to govern the country,,,q126,5pt_often,,,,,,,,,,,,
1,army_rule_support,regime,Support for army rule,q123,4pt_1agree,q104,4choice,q131,4pt_1agree,q132,4choice,q139,4pt_1agree,q131,4choice,army_rule,4choice,none,All waves. 4-choice ordinal (1=strongly support to 4=strongly oppose). HIGHER=LESS authoritarian
1,democracy_scale_current,regime,Democracy scale for country now (1-10),q100,10pt_1low,q96,10pt_1low,q91,10pt_1low,q94,10pt_1low,q101,10pt_1low,q92,10pt_1low,democracy_scale_now,10pt_1high,none,All waves. 10-point scale (1=completely undemocratic to 10=completely democratic). HIGHER=MORE democratic
1,democracy_scale_future,regime,Expected democracy scale 10 years from now,q102,10pt_1low,,,q93,10pt_1low,q96,10pt_1low,q103,10pt_1low,q94,10pt_1low,democracy_scale_future,10pt_1high,none,All waves. 10-point scale (1=completely undemocratic to 10=completely democratic). HIGHER=MORE democratic
1,democracy_scale_past,regime,Democracy scale for country 10 years ago,q099,10pt_1low,q95,10pt_1low,q92,10pt_1low,q95,10pt_1low,q102,10pt_1low,q93,10pt_1low,democracy_scale_past,10pt_1high,none,All waves. 10-point scale (1=completely undemocratic to 10=completely democratic). HIGHER=MORE democratic
1,democracy_suitable,regime,Whether democracy is suitable for our country,q103,10pt_1low,q98,10pt_1low,q94,10pt_1low,q97,10pt_1low,q104,10pt_1low,q95,10pt_1low,democracy_suitable,10pt_1high,none,All waves. 10-point scale (1=completely unsuitable to 10=perfectly suitable). HIGHER=MORE suitable
1,emergency_disregard_law,regime,OK for govt to disregard law in emergencies,,,,,q148,4pt_1agree,q149,4pt_1agree,,,,,,,,W3+ q148. 4pt agree-disagree. Emergency authoritarianism
1,emergency_disregard_law_w2,regime,"When the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation",,,q141,3pt,,,,,,,,,,,,
1,expert_decide_support,regime,Support for experts making decisions instead of government/elections,q124,4pt_1agree,q105,4choice,q132,4pt_1gree,q133,4choice,q140,4pt_1agree,q132,4choice,expert_decide,4choice,none,All waves. 4-choice ordinal (1=strongly support to 4=strongly oppose). HIGHER=LESS authoritarian
1,govt_control_ideas,regime,Govt should decide what ideas allowed,,,,,q142,4pt_1agree,q143,4pt_1agree,q150,4pt_1agree,q150,4pt_1agree,dem_prefer,varies,W3+,W3+ q142. 4pt agree-disagree. Authoritarianism
1,govt_control_ideas_w2,regime,The government should decide whether certain ideas should be allowed to be discussed in society,,,q135,4pt_agree,,,,,,,,,,,,
1,govt_paternalism_w2,regime,The relationship between the government and the people should be like that between parents and children,,,q64,4pt_agree,,,,,,,,,,,,
1,govt_satisfaction,regime,Satisfaction with current government,q104,4pt_1low,q99,4pt_1high,q95,4pt_1high,q98,4pt_1high,q105,4pt_1high,q96,4pt_1high,govt_satisfaction,4pt_1high,none,All waves. 4-point scale (1=very satisfied to 4=very dissatisfied). HIGHER=LESS satisfied
1,judges_follow_executive,regime,Judges should accept executive view,,,,,q144,4pt_1agree,q145,4pt_1agree,q152,4pt_1agree,q152,4pt_1agree,dem_level,varies,W3+,W3+ q144. 4pt agree-disagree. Authoritarianism
1,judges_follow_executive_w2,regime,"When judges decide important cases, they should accept the view of the executive branch",,,q137,binary_1govern,,,,,,,,,,,,
1,leaders_ignore_procedure_w2,regime,The most important thing for political leaders is to accomplish their goals even if they have to ignore the established procedure,,,q77,4pt,,,,,,,,,,,,
1,leaders_like_family_head,regime,Government leaders are like the head of a family; we should all follow their decisions,,,,,q141,4pt_1agree,q142,4pt_1agree,q149,4pt_1agree,q149,4pt_1agree,dem_satisfaction,4pt_1high,W3+,W3+ q141. 4pt agree-disagree. Paternalism/authoritarianism
1,legislature_check_negative,regime,"If the government is constantly checked by the legislature, it cannot possibly accomplish great things",,,q138,4pt,q145,4pt_1agree,q146,4pt_1agree,q153,4pt_1agree,q153,4pt_1agree,,,,
1,moral_leaders_can_decide_all,regime,"If we have political leaders who are morally upright, we can let them decide everything",,,q139,5pt,q146,4pt_1agree,q147,4pt_1agree,q154,4pt_1agree,q154,4pt_1agree,,,,
1,one_party_rule_support,regime,Support for one-party system without opposition,,,q125,4pt_1agree,q130,4pt_1agree,q131,4pt_1agree,q138,4pt_1agree,q130,4pt_1agree,,,,W2+. 4pt agree-disagree (1=strongly agree to 4=strongly disagree). 1=MOST authoritarian
1,punishment_over_process_w2,regime,Cruel criminals should be punished immediately without regard to time-consuming legal processes,,,q75,4pt,,,,,,,,,,,,
1,regime_preference_choice_w2,regime,Which of the following statements comes closer to your own view?,,,q122,4pt,,,,,,,,,,,,
1,regime_statement_choice_w2,regime,Which of these two statements comes closer to your own view,,,q132,4pt,,,,,,,,,,,,
1,strong_leader_support,regime,Support for strong leader who doesn't bother with elections,q121,4pt_1agree,q103,4choice,,,q130,4choice,q137,4pt_1agree,q129,4pt_1agree,strong_leader,4choice,none,All waves. 4-choice ordinal (1=strongly support to 4=strongly oppose). HIGHER=LESS authoritarian
1,strongman_support_w2,regime,We should get rid of parliament and elections and have a strong leader decide things,,,q124,4pt,,,,,,,,,,,,
1,support_govt_always_w2,regime,People should always support the decisions of their government even if they disagree with them,,,q65,4pt_1agree,,,,,,,,,,,,
1,system_best_own_w2,regime,"Whatever its faults may be, our form of government is still the best for us",,,q129,6pt_daily,,,,,,,,,,,,
1,system_change_needed,regime,System works fine vs needs change vs should be replaced,,,,,q84,4pt_1fine,q87,4pt_1fine,q90,4pt_1fine,,,,,,W3+ q84. 4pt (1=fine to 4=replace). HIGHER=MORE change wanted
1,system_deserves_support,regime,System deserves people's support despite problems,,,,,q82,4pt_1agree,q85,4pt_1agree,q88,4pt_1agree,,,,,,W3+ q82. 4pt agree-disagree. System legitimacy
1,system_prefer_own,regime,Prefer own system to any other,,,,,q83,4pt_1agree,q86,4pt_1agree,q89,4pt_1agree,,,,,,W3+ q83. 4pt agree-disagree. System preference
1,system_pride,regime,Proud of system of government,,,,,q81,4pt_1agree,q84,4pt_1agree,q87,4pt_1agree,q81,4pt_1agree,,,,W3+ q81. 4pt agree-disagree. System pride
1,system_solve_problems,regime,System capable of solving country's problems,,,,,q80,4pt_1agree,q83,4pt_1agree,q86,4pt_1agree,q80,4pt_1agree,,,,W3+ q80. 4pt agree-disagree. System efficacy
1,crime_victim_breakin,safety,Have you been a victim of break-in at your home?,,,q36,"3pt_NA,NY",,,,,,,,,,,,
1,crime_victim_robbery,safety,Have you been a victim of pick-pocketing/robbery of personal property?,,,q35,"3pt_NA,NY",,,,,,,,,,,,
1,crime_victim_vehicle_theft,safety,"Have you been a victim of car, motorcycle or bicycle theft?",,,q34,"3pt_NA,NY",,,,,,,,,,,,
1,crime_victim_violence,safety,Have you been a victim of physical violence?,,,q37,"3pt_NA,NY",,,,,,,,,,,,
1,safety_comparison_local,safety,Compare safety in your village/town,,,q33,3pt_1more,,,,,,,,,,,,
1,asked_for_imp_advice,social,How often are you asked to help influence important decisions in other people's favor?,,,q28,4pt_1never,,,,,,,,,,,,
1,contact_foreigners_w2,social,How often do you have personal contact with foreigners?,,,q69,5pt,,,,,,,,,,,,
1,contact_frequency,social,People contacted in typical week,,,q27,5pt_ord_1low,q28,continuous,q28,continuous,q28,continuous,q28,continuous,social_contacts,continuous,none,W2-W6. Count variable
1,have_others_to_influence,social,Have people to ask for important decisions,,,q29,4pt_1nobody,q29,ordinal,q31,ordinal,q31,ordinal,q31,ordinal,social_support,ordinal,none,W2-W6. Ordinal scale (nobody/few/some/lot)
1,safety_neighborhood,social,How safe is living in this city/town/village,,,q32,4pt_1safe,q42,4pt_1safe,q43,4pt_1safe,q45,4pt_1safe,q46,4pt_1safe,safety_neighborhood,,,W4+ q43. 4pt (1=very safe to 4=very unsafe). HIGHER=LESS safe
2,community_voice,social_capital,People voice concerns in local affairs,,,,,q114,4pt,,,,,,,,,,W3 q114. 4pt. NEW CONCEPT
1,friend_for_help,social_capital,I have enough friends to get help,q025,4pt_1high,,,,,,,,,,,,,,
1,infl_friends_when_trouble,social_capital,I have some friend with influence if trouble,q026,4pt_1high,,,,,,,,,,,,,,
1,mutual_aid,social_capital,"Helping other today, they will help in future",,,q30,4pt_1agree,,,,,,,,,,,,
1,network_politics,social_capital,Political views similarity of frequent contacts,,,,,,,,,q30,6cat,q30,6cat,social_network_political,categorical,none,W5-W6 only. Six categories from all similar to don't know their views
1,network_status,social_capital,Social status of most contacts (higher/lower/equal),,,,,,,,,q29,"3cat1higher,4various",q29,3cat,social_network_status,ordinal,none,W5-W6 only. Three categories comparing social status
1,org_count_formal,social_capital,Number of formal groups belong to,fgnum,count_0to3,fonum,count_0to3,,,,,,,,,org_count_formal,count,none,W1-W2 only. Count variable 0-3
1,org_count_private,social_capital,Number of private groups belong to,pgnum,count_0to3,,,,,,,,,,,org_count_private,count,none,W1 only. Count variable 0-3
1,org_member_1,social_capital,First most important organization belong to,,,q20_1,20cat,q20,21cat,q20,21cat,q18,categorical,q18,21cat,org_import_1,categorical,none,W2 has 20 categories. W3-W6 have 21 categories. Categories mostly align
1,org_member_2,social_capital,Second most important organization,,,q20_2,20cat,q21,21cat,q21,21cat,q19,21cat,q19,21cat,org_import_2,categorical,none,W2 has 20 categories. W3-W6 have 21 categories
1,org_member_3,social_capital,Third most important organization,,,q20_3,20cat,q22,21cat,q22,21cat,q20,21cat,q20,21cat,org_import_3,categorical,none,W2 has 20 categories. W3-W6 have 21 categories
1,org_member_any,social_capital,Member of any organization or group (binary),,,q20,binary_1yes,,,,,,,,,org_member_any,binary,none,W2 only. Binary yes/no question
1,org_most_active,social_capital,Most actively participated organization in past 12 months,,,,,,,,,q21,21cat,q21,21cat,org_most_active,categorical,none,W5-W6 only. Same 21 categories
1,political_tolerance,social_capital,Difficulty conversing with those with different political views,,,q31,4pt_1hard,q31,4pt,q32,4pt,q32,4pt,q32,4pt,political_tolerance,4pt_1high,yes_reverse,W2-W6. Four point from very hard to not hard at all. Higher=more tolerant so reverse code
1,support_give,social_capital,Other people come to you for help,,,,,q30,4pt,q31,4pt,,,,,social_support_give,4pt_1high,none,W3-W4 only. Four point scale from nobody to a lot of people
1,support_receive,social_capital,Can ask people for help with difficult problems,,,,,q29,4pt,q30,4pt,q31,4pt,q31,4pt,social_support_receive,4pt_1high,none,W3-W6. Four point scale from nobody to a lot of people
1,trust_fairness,social_capital,People try to take advantage vs be fair,,,,,,,q25,2opt,,,,,trust_fairness,binary,none,W4 only. Binary choice question
1,trust_first_time,social_capital,Trust in people you meet for the first time,,,,,q27,4pt_1low,,,q27,6pt_1high,q27,6pt_1high,trust_first_time,4pt_1high,W5-W6,W2-W3 and W5-W6. Missing W4. W2-W3 (1=none→4=great deal) HIGHER=MORE. W5-W6 (1=fully→6=distrust) HIGHER=LESS. Must reverse W5-W6
1,trust_gen_binary,social_capital,Most people can be trusted (binary/trichotomous),q024,3opt,q23,2opt_1careful,q23,2opt,q23,2opt,q22,3opt,q22,3opt,trust_general_binary,binary,none,W1 has 3 options (both/it depends). W2-W4 binary. W5-W6 add it depends
1,trust_gen_trustworthy,social_capital,Most people are trustworthy (agree scale),,,,,q49,4pt,q24,4pt,q23,4pt,q23,4pt,trust_general_scale,4pt_1high,none,W3-W6 only. 1=Strongly agree to 4=Strongly disagree. Need reversal
1,accommodate_neighbor,traditionalism,Accommodate neighbor in conflict,q066,4pt_1trad,q58,4pt_1agree,,,,,,,,,trad_accommodate,4pt_1high,none,W1-W2 only. Conflict avoidance
1,avoid_disagreement_conflict,traditionalism,Avoid conflict even with disagreement,,,,,q59,4pt_1agree,q64,4pt_1agree,q66,4pt_1agree,q64,4pt_1agree,trad_avoid_conflict,4pt_1high,none,W3-W6. Interpersonal conflict avoidance
1,avoid_open_quarrel,traditionalism,Avoid open quarrel to preserve group harmony,,,,,q58,4pt_1agree,q63,4pt_1agree,q65,4pt_1agree,q63,4pt_1agree,trad_harmony_group,4pt_1high,none,W3-W6. Harmony/conflict avoidance
1,elder_resolve_dispute,traditionalism,Ask elder to resolve quarrels,q071,4pt_1trad,,,,,,,,,,,trad_elder_authority,4pt_1high,none,W1 only. Respect for age/authority
1,family_over_individual,traditionalism,Put family interests before individual,q069,4pt_1trad,q60,4pt_1agree,q50,4pt_1trad,q55,4pt_1trad,q58,4pt_1trad,q56,4pt_1trad,trad_family_first,4pt_1high,none,All waves. Collectivism - family level
1,fate_determines_success,traditionalism,Fate determines wealth and success,q067,4pt_1trad,,,q61,4pt_1agree,q66,4pt_1agree,q68,4pt_1agree,q66,4pt_1agree,trad_fate,4pt_1high,none,W1 and W3-W6. Fatalism measure
1,follow_own_beliefs,traditionalism,Follow own beliefs regardless of others,,,q61,4pt_1agree,,,,,,,,,trad_individualism,4pt_1high,W2,W2 only. REVERSED - agreement=modern/individualistic. Need reversal
1,future_orientation_w2,traditionalism,We should give up gains in the present for the possibility of larger gains in the future,,,q70,4pt,,,,,,,,,,,,
1,groups_disrupt_harmony_w2,traditionalism,Harmony of the community will be disrupted if people organize lots of groups,,,q136,4pt,,,,,,,,,,,,
1,hire_relatives_over_qualified,traditionalism,Hire relatives over qualified stranger,q065,4pt_1trad,,,,,,,,,,,trad_nepotism,4pt_1high,none,W1 only. Measuring nepotism/particularism
1,immediate_vs_longterm,traditionalism,Long-term relationship over immediate interest,,,q62,4pt_1agree,q53,4pt_1trad,q58,4pt_1trad,q61,4pt_1trad,q59,4pt_1trad,trad_longterm,4pt_1high,none,W2-W6. Relational vs transactional orientation
1,man_lose_face_female_boss,traditionalism,Man loses face working under female supervisor,q070,4pt_1trad,,,,,,,,,,,trad_gender_hierarchy,4pt_1high,none,W1 only. Gender hierarchy
1,many_groups_disrupt_harmony,traditionalism,Many groups disrupt community harmony,,,,,q143,4pt_1agree,q144,4pt_1agree,q151,4pt_1agree,q151,4pt_1agree,democracy_scale_future,10pt_1high,W3+,W3+ q143. 4pt agree-disagree. Anti-pluralism
1,many_ideas_cause_chaos,traditionalism,Too many ways of thinking causes chaos,q139,4pt_1agree,q140,4pt_1agree,q147,4pt_1agree,q148,4pt_1agree,q155,4pt_1agree,q155,4pt_1agree,democracy_scale_past,10pt_1high,W3+,W3+ q147. 4pt agree-disagree. Anti-pluralism
1,mother_in_law_conflict,traditionalism,Husband should side with mother-in-law over wife,q072,4pt_1trad,,,q56,4pt_1trad,q61,4pt_1trad,q63,4pt_1trad,q61,4pt_1trad,trad_filial_piety,4pt_1high,none,W1 and W3-W6. Filial piety over spousal loyalty
1,not_insist_opinion_coworkers,traditionalism,Not insist on own opinion if coworkers disagree,q068,4pt_1trad,q59,4pt_1agree,q60,4pt_1agree,q65,4pt_1agree,q67,4pt_1agree,q65,4pt_1agree,trad_conform_work,4pt_1high,none,All waves. Conformity/harmony over individual opinion
1,not_preoccupied_gains_losses,traditionalism,Not preoccupied with temporary gains and losses,,,,,q63,4pt_1agree,q68,4pt_1agree,,4pt_1agree,,4pt_1agree,trad_not_calculating,4pt_1high,none,W3-W4 only. Long-term orientation variant
1,not_question_teacher,traditionalism,Students should not question teacher authority,,,q57,4pt_1agree,q57,4pt_1agree,q62,4pt_1agree,q64,4pt_1agree,q62,4pt_1agree,trad_teacher_authority,4pt_1high,none,W2-W6. Hierarchical education
1,obey_parents_unreasonable,traditionalism,Children should obey parents even if unreasonable,q064,4pt_1trad,q56,4pt_1agree,q55,4pt_1trad,q60,4pt_1trad,q62,4pt_1trad,q60,4pt_1trad,trad_obey_parents,4pt_1high,none,All waves. 1=Strongly agree to 4=Strongly disagree. Higher=less traditional
1,plan_future_not_immediate,traditionalism,Plan for future not just immediate interest,,,,,q54,4pt_1trad,q59,4pt_1trad,,,,,trad_future_oriented,4pt_1high,none,W3-W4 only. Similar to q53 but slightly different wording
1,prefer_boy_child,traditionalism,Prefer to have boy over girl if only one child,,,,,q62,4pt_1agree,q67,4pt_1agree,q69,4pt_1agree,q67,4pt_1agree,trad_son_preference,4pt_1high,none,W3-W6. Gender preference/patrilineal values
1,religious_authorities_laws,traditionalism,Govt should consult religious authorities on laws,,,,,,,q140,4pt_1agree,q147,4pt_1agree,q147,4pt_1agree,trad_religious_auth,4pt_1high,none,W4+ q140. 4pt agree-disagree. Religious traditionalism
1,sacrifice_for_nation_w2,traditionalism,"For the sake of the national community/society, the individual should be prepared to sacrifice",,,q76,4pt,,,,,,,,,,,,
1,sacrifice_individual_group,traditionalism,Sacrifice individual for group collective interest,,,,,q51,4pt_1trad,q56,4pt_1trad,q59,4pt_1trad,q57,4pt_1trad,trad_collectivism_group,4pt_1high,none,W3-W6. Collectivism - group level
1,sacrifice_individual_nation,traditionalism,Sacrifice individual for national interest,,,,,q52,4pt_1trad,q57,4pt_1trad,q60,4pt_1trad,q58,4pt_1trad,trad_collectivism_nation,4pt_1high,none,W3-W6. Collectivism - national level
1,women_politics_less,traditionalism,Women should not be involved in politics as much as men,,,,,q139,4pt_1agree,q139,4pt_1agree,q146,4pt_1agree,q146,4pt_1agree,democracy_suitable,10pt_1high,W3+,W3+ q139. 4pt agree-disagree. Gender attitudes
1,gen_trust_scale,trust,Most people are trustworthy (scale),,,,,,,q24,4pt,,,q23,4pt,gen_trust_scale,4pt_1high,none,W4 and W6 only - check exact wording
1,trust_civil_service,trust,Trust in civil service/bureaucracy,q011,4pt_0low,q12,4pt_1none,q12,4pt_1high,q12,4pt_rev,q12,6pt,q12,4pt,trust_civil_service,4pt_1high,W4,All waves present
1,trust_const_court_Thai,trust,Trust constitutional courts (Thailand only),q018_8,4pt_1none,,,,,,,,,,,,,,Trust constitutional courts (Thailand only)
1,trust_corr_comm_Thai,trust,Trust corruption commission (Thailand only,q018_9,4pt_1none,,,,,,,,,,,,,,Trust corruption commission (Thailand only
1,trust_country_China,trust,Trust our country (China only),q018_5,4pt_1none,,,,,,,,,,,,,,Trust our country (China only)
1,trust_courts,trust,Trust in courts/judicial system,q007,4pt_0low,q8,4pt_1none,q8,4pt_1high,q8,4pt_rev,q8,6pt,q8,4pt,trust_courts,4pt_1high,W4,All waves present. W3/W5 need collapsing
1,trust_election_commission,trust,Trust in election commission,q017,4pt_0low,q18 ,4pt_1none,q16,4pt_1high,q16,4pt_rev,q16,6pt_high,q16,4pt,trust_elec_comm,4pt_1high,W4,W2-W5 newspaper/TV; W6 election commission - NOT comparable
1,trust_executive,trust,Trust in executive/president/PM,,,q7,4pt_1none,q7,4pt_1high,q7,4pt_rev,q7,6pt,q7,4pt,trust_exec,4pt_1high,W4,All waves present. W3/W5 use 6pt scale - need to collapse
1,trust_first_meet,trust,Trust in people you meet first time,,,,,q27,6pt,,,q27,6pt,q27,6pt,trust_first_meet,6pt_1high,none,W2-W3 and W5-W6. Missing W4
1,trust_foreign_entr_China,trust,Trust foreign enterprises (China only),q018_4,4pt_1none,,,,,,,,,,,,,,Trust foreign enterprises (China only)
1,trust_govt_do_right,trust,Trust people who run govt to do what is right,,,,,,,q137,4pt_1agree,q144,4pt_1agree,q136,4pt_1agree,trust_govt_right,4pt_1high,none,W4+ q137. 4pt agree-disagree. Diffuse support
1,trust_govt_do_right_w2,trust,You can generally trust the people who run our government to do what is right (HK: Hong Kong government),,,q130,4pt,,,,,,,,,,,,
2,trust_govt_leaders,trust,Trust people who run government to do right,,,,,q136,4pt_1agree,,,,,,,,,,W3 q136. 4pt_1agree. NEW CONCEPT
1,trust_internet_news,trust,Trust in internet news,,,,,,,,,q55,6pt_1high,,,,,,
1,trust_local_govt,trust,Trust in local government,q014,4pt_0low,q15,4pt_1none,q15,4pt_1high,q15,4pt_rev,q15,6pt,q15,4pt,trust_local_govt,4pt_1high,W4,*** CRITICAL for Paper 5 - LOCAL TRUST ***
1,trust_local_officials_w2,trust,"Generally speaking, we can trust the local government officials to do the right things",,,q131,5pt_good,,,,,,,,,,,,
1,trust_military,trust,Trust in military/armed forces,q012,4pt_0low,q13,4pt_1none,q13,4pt_1high,q13,4pt_rev,q13,6pt,q13,4pt,trust_military,4pt_1high,W4,All waves present
1,trust_mps_Thai,trust,Trust local MPs (Thailand only),q018_7,4pt_1none,,,,,,,,,,,,,,Trust local MPs (Thailand only)
1,trust_national_govt,trust,Trust in national government,q008,4pt_0low,q9,4pt_1none,q9,4pt_1high,q9,4pt_rev,q9,6pt,q9,4pt,trust_natl_govt,4pt_1high,W4,All waves present. This is KEY variable for Paper 5
1,trust_neighbors,trust,Trust in neighbors,,,q25,4pt_1none,q25,4pt_1high,q27,4pt_1high,q25,6pt,q25,6pt,trust_neighbors,6pt_1high,none,W2-W3 and W5-W6. Missing W4
1,trust_newspapers,trust,Trust in newspapers,q015,4pt_1low,q16 ,4pt_1none,q16,4pt_1high,q16 ,4pt_1high,q54,6pt_1high,,,,,,"W2. 4pt trust scale (1=None at all to 4=Great deal). Note: W2 q18 is newspapers, not NGOs"
1,trust_ngos,trust,Trust in NGOs/civil society,q018,4pt_0low,q19,4pt_1none,q19,4pt_1high,q19,4pt_1high,q17,6pt_1high,q17,4pt,trust_ngos,4pt_1high,W4,W2-W5 TV; W6 NGOs - W6 comparable only for institutional substitution
1,trust_others_interact,trust,Trust in people you interact with,,,q26,4pt_1none,q26,4pt_1high,q28,4pt_1high,q26,6pt,q26,6pt,trust_others,6pt_1high,none,W2-W3 and W5-W6. Missing W4
1,trust_parliament,trust,Trust in parliament/legislature,q010,4pt_0low,q11,4pt_1none,q11,4pt_1high,q11,4pt_rev,q11,6pt,q11,4pt,trust_parliament,4pt_1high,W4,All waves present
1,trust_parties,trust,Trust in political parties,q009,4pt_0low,q10,4pt_1none,q10,4pt_1high,q10,4pt_rev,q10,6pt,q10,4pt,trust_parties,4pt_1high,W4,All waves present
1,trust_police,trust,Trust in police,q013,4pt_0low,q14,4pt_1none,q14,4pt_1high,q14,4pt_rev,q14,6pt,q14,4pt,trust_police,4pt_1high,W4,All waves present
1,trust_police_China,trust,Trust local police station (China only),q018_1,4pt_1none,,,,,,,,,,,,,,Trust local police station (China only)
1,trust_private_entr_China,trust,Trust private-enterprises (China only),q018_3,4pt_1none,,,,,,,,,,,,,,Trust private-enterprises (China only)
1,trust_radio_Mong,trust,Trust in radio (Mongolia only),q018_6,4pt_1none,,,,,,,,,,,,,,Trust in radio (Mongolia only)
1,trust_relatives,trust,Trust in relatives,,,q24,4pt_1none,q24,4pt_1high,q26,4pt_1high,q24,6pt,q24,6pt,trust_relatives,6pt_1high,none,W2-W3 and W5-W6. Missing W4
1,trust_state_entr_China,trust,Trust state-owned enterprises (China only),q018_2,4pt_1none,,,,,,,,,,,,,,Trust state-owned enterprises (China only)
1,trust_television,trust,Trust in television,q016,4pt_1low,q17 ,4pt_1none,q17,4pt_1high,q17,4pt_1high,q53,6pt_1high,,,trust_television,,,W2. 4pt trust scale (1=None at all to 4=Great deal). W2 only - distinct media trust
2,asian_values_battery,values,Asian values agreement battery intro,,,,,q138,4pt_1agree,,,,,,,,,,W3 q138. 4pt_1agree. NEW CONCEPT
1,govt_ensures_affordable_housing,welfare,Govt ensure affordable housing,,,,,,,,,q160b,4pt_1all_resp,q160b,4pt_1all_resp,govt_assure_afford_housing,,,
1,govt_ensures_basic_medical_care,welfare,Govt ensures basic medical care,,,,,,,,,q160c,4pt_1all_resp,q160c,4pt_1all_resp,govt_assumer_basic_med,,,
1,govt_ensures_basic_necessities,welfare,Govt ensure basic like food & shelter,,,,,,,,,q160d,4pt_1all_resp,q160d,4pt_1all_resp,govt_assure_basic_necessities,,,
1,minority_welfare_equal_w2,welfare,Their basic well-being should be taken care of by the government to the same extent as other citizens,,,q150,binary,,,,,,,,,,,,